PROMOTIONID,DOMAINNAMEID,EXPIREDATE
606540,436968,2022-03-14 23:59:59.000 Z
606530,1909,
606538,1909,
606519,51992,2022-03-31 23:59:59.000 Z
606543,3568,2022-03-03 23:59:59.000 Z
606526,4449,
606440,30482,2022-03-09 23:59:59.000 Z
606326,7766,2022-04-01 23:59:59.000 Z
606251,105236,2022-03-22 23:59:59.000 Z
605636,243933,2022-03-31 23:59:59.000 Z
606257,153389,2022-03-06 23:59:59.000 Z
605119,2527,2022-03-05 23:59:59.000 Z
606222,191613,2022-04-03 23:59:59.000 Z
606250,136234,2022-11-02 23:59:59.000 Z
606255,2467,2022-03-04 23:59:59.000 Z
605905,289791,2022-03-03 23:59:59.000 Z
606256,87554,2022-03-13 23:59:59.000 Z
605855,201596,2022-02-21 23:59:59.000 Z
605907,170351,2022-02-22 23:59:59.000 Z
605926,1909,2022-02-24 23:59:59.000 Z
605810,7662,2022-03-21 23:59:59.000 Z
605811,454689,2022-02-24 23:59:59.000 Z
605808,177458,2022-02-22 23:59:59.000 Z
605812,376157,2022-02-26 23:59:59.000 Z
605524,16899,2022-02-27 23:59:59.000 Z
605564,391310,2022-02-21 23:59:59.000 Z
605770,51598,2022-03-31 23:59:59.000 Z
605931,2418,2023-02-06 23:59:59.000 Z
605929,4178,2022-02-22 23:59:59.000 Z
605780,51960,2022-02-21 23:59:59.000 Z
605482,4172,2022-02-22 23:59:59.000 Z
605932,2418,2022-03-08 23:59:59.000 Z
605918,366176,2022-02-21 23:59:59.000 Z
605766,10291,2022-02-20 23:59:59.000 Z
605604,313408,2022-02-22 23:59:59.000 Z
605928,4058,
605927,4058,
605017,376290,2022-02-11 23:59:59.000 Z
605022,442051,2022-02-13 23:59:59.000 Z
605019,390965,2022-12-31 23:59:59.000 Z
605197,411980,2022-04-07 23:59:59.000 Z
605020,439811,
605196,1909,
604992,227557,2022-02-10 23:59:59.000 Z
605163,475257,2022-02-28 23:59:59.000 Z
605113,143718,2022-02-11 23:59:59.000 Z
605034,140266,2022-02-22 23:59:59.000 Z
605210,2539,2022-12-31 23:59:59.000 Z
604980,2714,2022-02-10 23:59:59.000 Z
604987,411980,2022-02-10 23:59:59.000 Z
605152,1909,2022-02-14 23:59:59.000 Z
605089,8254,2022-02-12 23:59:59.000 Z
605150,3062,2022-02-15 23:59:59.000 Z
605128,1805,2022-02-12 23:59:59.000 Z
604973,206222,2022-02-06 23:59:59.000 Z
604948,36108,2022-02-10 23:59:59.000 Z
606305,3341,2022-03-02 23:59:59.000 Z
606324,3513,2022-03-14 23:59:59.000 Z
606304,370480,2022-03-03 23:59:59.000 Z
606301,407683,2022-03-07 23:59:59.000 Z
606524,442355,2022-03-31 23:59:59.000 Z
606302,38652,2022-03-08 23:59:59.000 Z
606310,36071,2022-03-02 23:59:59.000 Z
606547,3568,2022-03-19 23:59:59.000 Z
606254,2978,2022-03-11 23:59:59.000 Z
606311,5531,2022-03-04 23:59:59.000 Z
606469,479435,2022-03-14 23:59:59.000 Z
606351,384530,2022-04-18 23:59:59.000 Z
606554,30482,2022-03-06 23:59:59.000 Z
606636,1909,
606652,386938,
606645,1909,2022-03-06 23:59:59.000 Z
606329,147152,2022-06-01 23:59:59.000 Z
606327,376767,2022-03-31 23:59:59.000 Z
606320,295158,2022-03-08 23:59:59.000 Z
606639,1909,
606649,1909,2022-03-06 23:59:59.000 Z
606321,422379,2022-03-01 23:59:59.000 Z
606633,1909,
606582,375764,2022-03-16 23:59:59.000 Z
606354,384530,2022-04-18 23:59:59.000 Z
606630,1909,
606332,2319,2022-03-06 23:59:59.000 Z
606622,1909,
606625,1909,
606662,9176,
606337,376290,2022-03-06 23:59:59.000 Z
606664,9176,
606661,9176,
606647,479435,2022-03-14 23:59:59.000 Z
606663,9176,
606590,9176,
606330,146752,2022-04-01 23:59:59.000 Z
606654,442149,
606377,1909,
606379,1909,
606270,3940,2022-03-13 23:59:59.000 Z
604963,3426,2022-02-28 23:59:59.000 Z
606279,3513,2022-03-18 23:59:59.000 Z
606282,2978,2022-03-10 23:59:59.000 Z
606238,1872,
606142,370480,2022-02-26 23:59:59.000 Z
606135,103322,2022-02-27 23:59:59.000 Z
606239,1909,
606134,42383,2022-05-30 23:59:59.000 Z
606136,358857,2022-02-28 23:59:59.000 Z
606115,496128,2022-12-31 23:59:59.000 Z
605085,2931,2022-02-24 23:59:59.000 Z
606167,3513,2022-04-01 23:59:59.000 Z
606093,2431,2022-02-28 23:59:59.000 Z
606106,3687,2022-02-28 23:59:59.000 Z
606118,140209,2022-02-26 23:59:59.000 Z
606209,1872,2022-03-05 23:59:59.000 Z
605722,2297,
606009,335485,2022-02-28 23:59:00.000 Z
605845,2508,2022-02-27 23:59:59.000 Z
605534,394717,2022-02-28 23:59:59.000 Z
605256,435526,
606132,1909,2022-02-27 23:59:59.000 Z
606221,3426,2022-12-31 23:59:59.000 Z
606197,140266,2022-02-27 23:59:59.000 Z
606038,416646,2022-02-27 23:59:59.000 Z
605633,27664,2022-03-07 23:59:59.000 Z
606138,3379,2022-03-02 23:59:59.000 Z
606140,4621,2022-03-06 23:59:59.000 Z
606139,376721,2022-03-02 23:59:59.000 Z
606230,496128,2023-01-01 23:59:59.000 Z
606210,30482,2022-03-02 23:59:59.000 Z
606149,146206,2022-03-31 23:59:59.000 Z
606150,469049,2022-03-27 23:59:59.000 Z
606158,2582,2022-03-30 23:59:59.000 Z
606177,407999,2022-03-07 23:59:59.000 Z
606002,134202,2022-02-27 09:44:46.580 Z
606046,11259,2022-02-27 23:59:59.000 Z
606164,97861,2022-02-28 23:59:59.000 Z
606269,13259,
606271,377634,
606176,6997,2022-02-28 23:59:59.000 Z
605183,5659,2022-03-31 23:59:59.000 Z
606225,3513,2022-03-18 23:59:59.000 Z
606172,80302,
605946,463333,2022-02-23 23:59:59.000 Z
606173,2610,
605903,3607,2022-03-01 23:59:59.000 Z
605954,244493,2022-02-25 23:59:59.000 Z
606123,391310,2022-02-26 23:59:59.000 Z
605978,1909,
605950,140266,2022-02-22 23:59:59.000 Z
605938,30482,2022-02-27 23:59:59.000 Z
605977,2073,2022-02-27 23:59:59.000 Z
605981,1909,2022-02-27 23:59:59.000 Z
605901,445573,2022-02-24 23:59:59.000 Z
605962,4964,2022-03-17 23:59:59.000 Z
605967,4828,2022-03-08 23:59:59.000 Z
605827,333763,2022-02-22 23:59:59.000 Z
605831,8254,2022-02-26 23:59:59.000 Z
605849,61427,2022-02-21 23:59:59.000 Z
605997,32839,2022-02-27 23:59:59.000 Z
605830,6178,2022-02-26 23:59:59.000 Z
605998,32839,2022-02-27 23:59:59.000 Z
605866,7385,2022-02-21 23:59:59.000 Z
605984,1872,
605801,1872,2022-02-26 23:59:59.000 Z
606004,420183,
606003,420183,
606007,27664,2022-03-07 23:59:59.000 Z
606005,274038,
605747,8254,2022-03-12 23:59:59.000 Z
605693,414560,2022-02-21 23:59:59.000 Z
605863,30482,2022-02-24 23:59:59.000 Z
605940,140150,2022-02-25 23:59:59.000 Z
605457,61922,2022-02-27 23:59:59.000 Z
605805,366176,2022-02-21 23:59:59.000 Z
605947,318942,
605705,433841,2022-02-27 23:59:59.000 Z
605410,440823,2022-03-19 23:59:59.000 Z
605639,1909,2022-02-27 23:59:59.000 Z
605655,3426,2022-03-31 23:59:59.000 Z
605481,20193,2022-02-17 23:59:59.000 Z
605672,1909,
605661,1909,2022-02-22 23:59:59.000 Z
605488,375587,2022-02-16 23:59:59.000 Z
605628,251481,2022-02-20 23:59:59.000 Z
605232,87917,2022-02-17 23:59:59.000 Z
605194,153389,2022-02-20 23:59:59.000 Z
605448,6325,2022-02-24 23:59:59.000 Z
605675,1909,2022-02-28 23:59:59.000 Z
605516,394206,2022-03-01 23:59:59.000 Z
605470,407999,2022-02-28 23:59:59.000 Z
605433,112404,2022-02-15 23:59:59.000 Z
605456,377587,2022-04-15 23:59:59.000 Z
605426,463018,2022-02-19 23:59:59.000 Z
605557,10472,2022-02-17 23:59:59.000 Z
605503,375503,2022-02-22 23:59:59.000 Z
605446,2993,2022-02-28 23:59:59.000 Z
605519,5683,2022-02-21 23:59:59.000 Z
605502,2510,2022-02-23 23:59:59.000 Z
605653,30437,2022-02-28 23:59:59.000 Z
605539,77657,2022-12-31 23:59:59.000 Z
605592,4500,2022-02-21 23:59:59.000 Z
605434,64921,2022-02-20 23:59:59.000 Z
605472,9176,2022-02-27 23:59:59.000 Z
605560,411980,2022-04-07 23:59:59.000 Z
605509,3341,2022-02-21 23:59:59.000 Z
605518,206222,2022-02-28 23:59:59.000 Z
605431,11787,2022-02-18 23:59:59.000 Z
605485,72226,2022-03-01 23:59:59.000 Z
605439,89895,2022-02-21 23:59:59.000 Z
605500,381476,2022-02-21 23:59:59.000 Z
605547,306833,2022-12-31 23:59:59.000 Z
605421,2687,2022-02-28 23:59:59.000 Z
605689,454311,2022-02-22 23:59:59.000 Z
605463,35314,2022-03-01 23:59:59.000 Z
605484,4925,2022-02-22 23:59:59.000 Z
605475,375875,2022-02-21 23:59:59.000 Z
605600,30482,2022-02-20 23:59:59.000 Z
605467,440953,2022-03-01 23:59:59.000 Z
605489,375984,2022-02-21 23:59:59.000 Z
605458,446245,2022-02-23 23:59:59.000 Z
605542,140266,2022-02-22 23:59:59.000 Z
605545,3607,2022-02-18 23:59:59.000 Z
605549,426402,2022-02-17 23:59:59.000 Z
604965,424912,2022-03-08 23:59:59.000 Z
605495,2618,
605447,376157,2022-02-19 23:59:59.000 Z
605554,27664,2022-02-21 23:59:59.000 Z
605450,375764,2022-03-16 23:59:59.000 Z
605451,354199,2022-02-19 23:59:59.000 Z
605455,445573,2022-02-17 23:59:59.000 Z
605318,95911,2022-02-20 23:59:59.000 Z
605575,4433,2022-02-17 23:59:59.000 Z
605436,2551,2022-02-27 23:59:59.000 Z
605548,2931,2022-02-28 23:59:59.000 Z
605428,45580,2022-02-28 23:59:59.000 Z
605544,51598,2022-02-28 23:59:59.000 Z
605591,3513,2022-02-21 23:59:59.000 Z
605526,2453,2022-02-21 23:59:59.000 Z
605506,371153,2022-02-18 23:59:59.000 Z
605521,395914,2022-05-31 23:59:59.000 Z
605429,70216,2022-02-18 23:59:59.000 Z
605313,2001,2022-02-26 23:59:59.000 Z
605514,4058,2022-02-16 23:59:59.000 Z
605491,201596,2022-02-22 23:59:59.000 Z
605464,54241,2022-03-31 23:59:59.000 Z
605437,32577,2022-02-19 23:59:59.000 Z
605553,375679,2022-12-31 23:59:59.000 Z
605416,297325,2022-02-22 23:59:59.000 Z
605490,1805,2022-02-18 23:59:59.000 Z
605422,2609,2022-03-01 23:59:59.000 Z
605691,494915,2022-02-24 23:59:59.000 Z
605432,13259,2022-02-15 23:59:59.000 Z
605425,1872,2022-02-19 23:59:59.000 Z
604939,30032,2022-02-20 23:59:59.000 Z
605419,376688,2022-09-30 23:59:59.000 Z
605520,50558,2022-02-16 23:59:59.000 Z
605593,7385,2022-02-17 23:59:59.000 Z
605443,26032,2022-02-21 23:59:59.000 Z
605652,333763,2022-02-28 23:59:59.000 Z
605327,302700,2022-12-31 23:59:59.000 Z
605576,113920,2022-02-19 23:59:59.000 Z
605462,177458,2022-02-20 23:59:59.000 Z
605707,2508,
605709,8254,
605712,3076,2022-03-02 23:59:59.000 Z
605710,3076,2022-02-28 23:59:59.000 Z
605715,3076,2022-02-28 23:59:59.000 Z
605711,3076,
605716,3076,2022-02-28 23:59:59.000 Z
605708,8254,
605721,3426,2022-12-31 23:59:59.000 Z
605719,3426,2022-12-31 23:59:59.000 Z
605720,3426,2022-12-31 23:59:59.000 Z
605714,3076,2022-02-24 23:59:59.000 Z
605730,2931,
605726,2931,
605724,2931,
605727,2931,
605728,2931,
605713,3076,2022-03-02 23:59:59.000 Z
605729,2931,
605723,2931,
605725,2931,
605731,2741,2022-02-22 23:59:59.000 Z
605252,3014,
605372,442281,2022-02-15 23:59:59.000 Z
605375,6244,2022-02-28 23:59:59.000 Z
605369,10396,2022-02-16 23:59:59.000 Z
605371,71184,2022-02-16 23:59:59.000 Z
605631,27664,2022-02-21 23:59:59.000 Z
605629,251481,
605625,27664,2022-02-21 23:59:59.000 Z
605627,27664,2022-02-21 23:59:59.000 Z
605373,6178,2022-02-19 23:59:59.000 Z
605370,153389,2022-02-20 23:59:59.000 Z
605590,1909,2022-02-21 23:59:59.000 Z
605087,376676,2022-02-16 23:59:59.000 Z
605091,413312,2022-02-18 23:59:59.000 Z
605384,335485,2022-02-14 23:59:59.000 Z
605382,376502,2022-02-15 23:59:59.000 Z
605383,442355,2022-02-14 23:59:59.000 Z
605391,420316,2022-02-15 23:59:59.000 Z
605154,51598,2022-02-28 23:59:59.000 Z
605605,369821,
605660,422379,2022-02-21 23:59:59.000 Z
605834,1805,2022-02-21 23:59:59.000 Z
605893,1909,2022-02-26 23:59:59.000 Z
605828,3568,2022-03-26 23:59:59.000 Z
605767,366176,2022-02-21 23:59:59.000 Z
605822,2385,2022-02-21 23:59:59.000 Z
605588,3871,2022-02-22 23:59:59.000 Z
605871,375587,2022-02-21 23:59:59.000 Z
605777,375792,2022-02-22 23:59:59.000 Z
605785,402707,2022-02-21 23:59:59.000 Z
605779,71184,2022-02-21 23:59:59.000 Z
605775,437397,2022-02-22 23:59:59.000 Z
604982,1733,2022-02-23 23:59:59.000 Z
605125,384530,2022-02-28 23:59:59.000 Z
605916,1909,2022-02-24 23:59:59.000 Z
605813,32577,2022-02-28 23:59:59.000 Z
605911,1909,
606479,442051,2022-03-11 23:59:59.000 Z
606624,56754,2022-03-11 23:59:59.000 Z
606671,62800,2022-03-10 23:59:59.000 Z
606676,62800,2022-03-10 23:59:59.000 Z
606672,62800,
606675,62800,
606677,389331,
606338,385454,2022-04-10 23:59:59.000 Z
606679,141066,
606339,401200,2022-03-07 23:59:59.000 Z
606681,445274,
606673,62800,
606670,62800,
606669,62800,2022-03-10 23:59:59.000 Z
606674,62800,2022-03-10 23:59:59.000 Z
606680,141066,
606317,30032,2022-03-02 23:59:59.000 Z
606684,433841,2022-03-27 23:59:59.000 Z
606686,433841,2022-04-04 23:59:59.000 Z
606683,433841,2022-03-14 23:59:59.000 Z
606685,433841,2022-03-28 23:59:59.000 Z
605350,2931,2022-03-31 23:59:59.000 Z
606695,384530,2022-04-18 23:59:59.000 Z
606353,384530,2022-04-18 23:59:59.000 Z
606502,30482,
606208,3063,2022-03-05 23:59:59.000 Z
606490,1909,2022-03-10 23:59:59.000 Z
606227,389493,2022-04-03 23:59:59.000 Z
606560,505965,
606259,6355,2022-03-31 23:59:59.000 Z
606567,411998,
606260,2620,2022-03-01 23:59:59.000 Z
606541,97327,2022-03-31 23:59:59.000 Z
606568,411998,
606571,411998,
606563,411998,
606574,68122,2022-03-03 23:59:59.000 Z
606262,445207,2022-04-01 23:59:59.000 Z
606573,411998,
606263,491254,2023-02-26 23:59:59.000 Z
606572,411998,
606265,31520,2022-03-06 23:59:59.000 Z
606578,500225,
606550,4964,2022-03-18 23:59:59.000 Z
606580,500225,
606579,500225,
606577,500225,
606581,500225,
606525,2001,2022-03-05 23:59:59.000 Z
606193,375503,2022-03-06 23:59:59.000 Z
605963,391310,2022-04-04 23:59:59.000 Z
606470,8254,2022-03-05 23:59:59.000 Z
606595,480512,
606542,1909,2022-03-06 23:59:59.000 Z
606593,437362,
606596,481093,
606592,3436,
606565,97327,
606108,433841,2022-03-06 23:59:59.000 Z
606594,95998,
606598,436043,
606591,3435,
606453,443420,
606460,443420,
605379,3426,2022-12-31 23:59:59.000 Z
606450,443420,
606331,2297,
606458,443420,
606216,465852,2022-03-31 23:59:59.000 Z
606451,443420,
606461,443420,2022-03-29 23:59:59.000 Z
606449,443420,
606454,443420,
606448,443420,
606452,443420,
606220,8254,2022-03-05 23:59:59.000 Z
606274,2186,2022-03-31 23:59:59.000 Z
605507,3464,2022-03-07 23:59:59.000 Z
606313,17180,2022-03-31 23:59:59.000 Z
606468,2297,
606417,1909,2022-03-02 23:59:59.000 Z
606316,1909,
606318,1909,
606286,3513,2022-03-07 23:59:59.000 Z
606323,1909,2022-03-01 23:59:59.000 Z
606291,4058,2022-03-19 23:59:59.000 Z
606289,61427,2022-03-01 23:59:59.000 Z
606386,1909,
606396,427444,2022-03-31 23:59:59.000 Z
606392,427444,
606395,1909,
606376,1909,
606361,5729,
606391,427444,
606375,1909,
606393,427444,
606373,1909,
606401,417187,2022-03-31 23:59:59.000 Z
606390,1909,2022-03-06 23:59:59.000 Z
606398,417187,2022-03-31 23:59:59.000 Z
606400,417187,2022-03-31 23:59:59.000 Z
606409,125662,
606405,125662,2022-03-07 23:59:59.000 Z
606407,489366,2022-12-31 23:59:59.000 Z
606403,417187,2022-03-31 23:59:59.000 Z
606399,417187,2022-03-31 23:59:59.000 Z
606406,125662,
606402,417187,2022-03-31 23:59:59.000 Z
606411,125662,
606422,441573,2022-03-04 23:59:59.000 Z
606421,441573,
606413,125662,
606418,441573,
606410,125662,
606404,125662,2022-03-31 23:59:59.000 Z
606306,2685,2022-03-31 23:59:59.000 Z
606412,125662,
606420,441573,2022-03-04 23:59:59.000 Z
606414,125662,
606424,441573,
605740,51498,2022-03-05 23:59:59.000 Z
606234,2453,2022-03-06 23:59:59.000 Z
606419,441573,2022-03-04 23:59:59.000 Z
606290,6997,2022-03-15 23:59:59.000 Z
606307,65653,2022-03-22 23:59:59.000 Z
606218,32780,2022-04-01 23:59:59.000 Z
606281,2001,2022-03-02 23:59:59.000 Z
606161,54241,2022-03-30 23:59:59.000 Z
606345,30482,2022-03-04 23:59:59.000 Z
605023,2554,2023-01-31 23:59:59.000 Z
606369,24316,2022-03-04 23:59:59.000 Z
606597,8254,2022-03-05 23:59:59.000 Z
606215,3934,2022-03-05 23:59:59.000 Z
606360,2687,2022-04-01 23:59:59.000 Z
605973,3555,
606690,1909,2022-03-06 23:59:59.000 Z
606627,3607,2022-03-07 23:59:59.000 Z
606371,294523,2022-04-08 23:59:59.000 Z
606658,1909,
606010,2931,2022-03-31 23:59:59.000 Z
606372,427136,2022-04-08 23:59:59.000 Z
606678,1909,
606621,1909,
606616,17409,2022-03-10 23:59:59.000 Z
606620,1909,
606698,30482,
606613,1909,
606716,294523,
606614,1909,
606618,1909,
606615,1909,
606650,30482,
606717,1909,
606721,1909,2022-03-06 23:59:59.000 Z
606521,61427,2022-03-04 23:59:59.000 Z
606381,15854,2022-03-02 23:59:59.000 Z
605555,7385,2022-02-17 23:59:59.000 Z
605587,1909,
605345,10291,2022-02-14 23:59:59.000 Z
605344,465852,2022-02-17 23:59:59.000 Z
605417,1869,2022-02-17 23:59:59.000 Z
605578,8007,2022-02-24 23:59:59.000 Z
605586,1909,
605352,83262,2022-02-14 23:59:59.000 Z
605349,458697,2022-02-14 23:59:59.000 Z
605498,30482,2022-02-20 23:59:59.000 Z
605380,8254,2022-02-19 23:59:59.000 Z
605359,1834,2022-02-14 23:59:59.000 Z
605360,3486,2022-02-17 23:59:59.000 Z
605480,1909,2022-02-19 23:59:59.000 Z
605418,1805,2022-02-15 23:59:59.000 Z
605319,375457,2022-02-15 23:59:59.000 Z
605148,63730,2022-03-31 23:59:59.000 Z
605300,30482,2022-02-15 23:59:59.000 Z
605024,27491,2022-04-01 23:59:59.000 Z
605317,184786,2022-02-16 23:59:59.000 Z
605156,2050,2022-02-14 23:59:59.000 Z
605179,419460,2022-02-14 23:59:59.000 Z
605158,376755,2022-02-14 23:59:59.000 Z
605166,301586,2022-02-14 23:59:59.000 Z
605311,1909,2022-02-14 23:59:59.000 Z
605182,3062,2022-02-15 23:59:59.000 Z
605263,384530,2022-02-28 23:59:59.000 Z
605321,1909,2022-02-14 23:59:59.000 Z
605315,1872,2022-02-19 23:59:59.000 Z
605333,1909,
605204,7647,2022-02-13 23:59:59.000 Z
604993,2385,2022-02-13 23:59:59.000 Z
605054,153389,2022-02-13 23:59:59.000 Z
606950,134202,
606951,58941,
605525,353913,
606955,353913,2022-03-20 23:59:59.000 Z
606786,3568,2022-03-13 23:59:59.000 Z
606473,2297,
606837,1909,2022-03-10 23:59:59.000 Z
605874,2434,2022-03-15 23:59:59.000 Z
604979,140209,2023-01-25 23:59:59.000 Z
605009,3568,2022-02-12 23:59:59.000 Z
605060,1909,2022-02-14 23:59:59.000 Z
605056,1909,
605055,1909,
604998,1805,2022-02-08 23:59:59.000 Z
605052,1909,
605053,1909,
605031,30482,2022-02-12 23:59:59.000 Z
605018,57173,
605069,1829,2022-02-23 23:59:59.000 Z
605062,1909,2022-02-14 23:59:59.000 Z
605109,1753,2022-02-11 23:59:59.000 Z
605108,1909,2022-02-21 23:59:59.000 Z
605110,1753,2022-02-14 23:59:59.000 Z
605111,1753,2022-02-17 23:59:59.000 Z
605114,1909,
605115,1909,
604926,204617,2022-02-08 23:59:59.000 Z
605067,1805,2022-02-18 23:59:59.000 Z
605084,3607,2022-02-10 23:59:59.000 Z
605116,1909,2022-02-21 23:59:59.000 Z
604970,2001,2022-02-11 23:59:59.000 Z
605036,447421,
605016,1909,2022-02-14 23:59:59.000 Z
605035,3037,
605046,1909,
605049,1909,
605048,1909,
605644,413201,2022-02-22 23:59:59.000 Z
605646,2539,2022-02-21 23:59:59.000 Z
605645,17376,2022-02-21 23:59:59.000 Z
605823,2001,2022-02-28 23:59:59.000 Z
605101,54241,2022-02-24 23:59:59.000 Z
605596,372078,2022-02-21 23:59:59.000 Z
605440,237943,2022-03-14 23:59:59.000 Z
605597,2385,2022-02-21 23:59:59.000 Z
605606,2843,2022-03-03 23:59:59.000 Z
605602,423279,2022-02-22 23:59:59.000 Z
605601,91743,2022-02-22 23:59:59.000 Z
605825,3568,2022-02-26 23:59:59.000 Z
605610,444715,2022-02-21 23:59:59.000 Z
605607,3057,2022-02-21 23:59:59.000 Z
605459,393896,2022-02-20 23:59:59.000 Z
605797,3568,2022-02-20 23:59:59.000 Z
605612,105236,2022-02-28 23:59:59.000 Z
605611,313408,2022-03-22 23:59:59.000 Z
605619,186155,2022-02-22 23:59:59.000 Z
605826,3568,2022-02-26 23:59:59.000 Z
605637,3692,2022-02-21 23:59:59.000 Z
605791,375764,2022-03-16 23:59:59.000 Z
605623,402873,2022-04-30 23:59:59.000 Z
605643,376425,2022-02-25 23:59:59.000 Z
605162,445207,2022-02-21 23:59:59.000 Z
605624,2437,2022-02-21 23:59:59.000 Z
605638,99919,2022-03-01 23:59:59.000 Z
604981,14583,2022-02-28 23:59:59.000 Z
605640,82962,2022-03-08 23:59:59.000 Z
605647,244493,2022-02-21 23:59:59.000 Z
605768,289484,
605792,447421,
605759,30601,2022-02-22 23:59:59.000 Z
605750,31134,2022-02-28 23:59:59.000 Z
605800,375457,2022-03-07 23:59:59.000 Z
605798,2931,2022-03-02 23:59:59.000 Z
605744,4058,2022-02-21 23:59:59.000 Z
605795,426736,2022-02-18 23:59:59.000 Z
605735,376304,2022-02-23 23:59:59.000 Z
605749,33467,2022-02-22 23:59:59.000 Z
605753,100919,2022-02-23 23:59:59.000 Z
605787,171954,2022-04-30 23:59:59.000 Z
605885,51598,2022-03-31 23:59:59.000 Z
604966,1733,2022-02-07 23:59:59.000 Z
604957,1909,2022-02-14 23:59:59.000 Z
604928,411980,2022-02-10 23:59:59.000 Z
604983,1909,
604990,1909,
604989,1909,
604986,1909,
604925,1872,2022-02-12 23:59:59.000 Z
604959,3513,2022-02-15 23:59:59.000 Z
605004,1909,
605000,1909,
605002,1909,
604991,1909,
604994,1909,
605006,1909,
605008,1909,2022-02-14 23:59:59.000 Z
605012,1909,
604978,18292,2022-02-06 23:59:59.000 Z
605013,1909,
605003,442051,2022-02-10 23:59:59.000 Z
604940,30482,2022-02-10 23:59:59.000 Z
605032,394798,
605033,394798,
605368,309318,2022-02-16 23:59:59.000 Z
605630,27664,2022-02-21 23:59:59.000 Z
605363,446824,2022-02-28 23:59:59.000 Z
605362,5729,2022-02-28 23:59:59.000 Z
605250,5801,2022-02-16 07:41:16.147 Z
605361,376204,2022-02-14 23:59:59.000 Z
605377,309318,2022-02-16 23:59:59.000 Z
605648,30482,
605405,469049,2022-03-31 23:59:59.000 Z
605397,448949,2022-02-15 23:59:59.000 Z
605406,3687,2022-02-23 23:59:59.000 Z
605184,3056,
605202,29803,2022-02-15 23:59:59.000 Z
605177,333763,2022-02-14 23:59:59.000 Z
606109,433841,2022-03-11 23:59:59.000 Z
606070,66151,2022-05-31 23:59:59.000 Z
606077,191613,2022-02-27 23:59:59.000 Z
606122,4433,2022-02-27 23:59:59.000 Z
606137,445573,2022-02-27 23:59:59.000 Z
605897,4058,2022-02-28 23:59:59.000 Z
606194,465852,
606168,465852,2022-03-03 23:59:59.000 Z
606091,11787,2022-02-26 23:59:59.000 Z
606098,2630,2022-12-31 23:59:59.000 Z
605501,22715,2022-03-03 23:59:59.000 Z
606095,17512,2022-02-28 23:59:59.000 Z
605888,447421,2022-02-21 23:59:59.000 Z
605889,41273,2022-02-27 23:59:59.000 Z
605891,6244,2022-02-21 23:59:59.000 Z
605904,237943,2022-02-28 23:59:59.000 Z
605347,140209,2022-03-31 23:59:59.000 Z
605894,2453,2022-02-27 23:59:59.000 Z
605867,8733,2022-02-25 23:59:59.000 Z
605869,12477,2022-03-02 23:59:59.000 Z
605873,475257,2022-02-22 23:59:59.000 Z
605875,354199,2022-02-25 23:59:59.000 Z
605876,444525,2022-03-21 23:59:59.000 Z
605999,7385,2022-02-21 23:59:59.000 Z
606069,19501,
605877,442373,2022-02-22 23:59:59.000 Z
606081,193537,2022-02-28 23:59:59.000 Z
605878,105816,2022-02-23 23:59:59.000 Z
605879,177140,2022-03-21 23:59:59.000 Z
605881,376676,2022-02-25 23:59:59.000 Z
605868,3629,2022-03-27 23:59:59.000 Z
606086,140209,2022-04-03 23:59:59.000 Z
606084,193537,2022-02-28 23:59:59.000 Z
606082,193537,2022-02-28 23:59:59.000 Z
606083,193537,2022-02-28 23:59:59.000 Z
605883,442051,2022-02-27 23:59:59.000 Z
606090,353913,2022-02-28 23:59:59.000 Z
605671,3426,2022-12-31 23:59:59.000 Z
605449,7105,2022-02-21 23:59:59.000 Z
606073,2630,2022-12-31 23:59:59.000 Z
605483,434666,2022-02-23 23:59:59.000 Z
606102,2792,2022-03-13 23:59:59.000 Z
605920,384530,2022-02-28 23:59:59.000 Z
605523,33922,2022-02-21 23:59:59.000 Z
606094,3426,2022-12-31 23:59:59.000 Z
606001,3687,2022-02-24 23:59:59.000 Z
605882,1904,2022-02-21 23:59:59.000 Z
605511,471009,2022-02-23 23:59:59.000 Z
605390,2156,2022-02-28 23:59:59.000 Z
605388,2156,2022-02-28 23:59:59.000 Z
605389,2156,2022-02-28 23:59:59.000 Z
605387,2156,2022-02-28 23:59:59.000 Z
606104,46444,2022-03-31 23:59:59.000 Z
605939,377773,2022-02-28 23:59:59.000 Z
605374,140943,2022-02-28 23:59:59.000 Z
606079,140209,2022-02-26 23:59:59.000 Z
605898,206222,2022-02-23 23:59:59.000 Z
606080,5426,2022-02-28 23:59:59.000 Z
605171,365703,2022-02-23 23:59:59.000 Z
605906,38652,2022-02-28 23:59:59.000 Z
605923,1733,2022-02-23 23:59:59.000 Z
605971,201596,2022-02-24 23:59:59.000 Z
605913,152067,2022-02-22 23:59:59.000 Z
605910,36020,2022-02-22 23:59:59.000 Z
606036,375587,2022-02-24 23:59:59.000 Z
606049,3568,2022-02-24 23:59:59.000 Z
605908,9937,2022-02-28 23:59:59.000 Z
605912,1852,2022-02-23 23:59:59.000 Z
605915,377143,2022-12-31 23:59:59.000 Z
605960,153389,2022-02-27 23:59:59.000 Z
606057,3063,
606130,1909,
605995,445573,2022-02-24 23:59:59.000 Z
605921,18291,2022-02-23 23:59:59.000 Z
606124,1909,
605922,2539,2022-03-01 23:59:59.000 Z
